velocidad_bala,distancia,salto
-13.0,619.0,0
-13.0,606.0,0
-13.0,593.0,0
-13.0,580.0,0
-13.0,567.0,0
-13.0,554.0,0
-13.0,541.0,0
-13.0,528.0,0
-13.0,515.0,0
-13.0,502.0,0
-13.0,489.0,0
-13.0,476.0,0
-13.0,463.0,0
-13.0,450.0,0
-13.0,437.0,0
-13.0,424.0,0
-13.0,411.0,0
-13.0,398.0,0
-13.0,385.0,0
-13.0,372.0,0
-13.0,359.0,0
-13.0,346.0,0
-13.0,333.0,0
-13.0,320.0,0
-13.0,307.0,0
-13.0,294.0,0
-13.0,281.0,0
-13.0,268.0,0
-13.0,255.0,1
-13.0,242.0,1
-13.0,229.0,1
-13.0,216.0,1
-13.0,203.0,1
-13.0,190.0,1
-13.0,177.0,1
-13.0,164.0,1
-13.0,151.0,1
-13.0,138.0,1
-13.0,125.0,1
-13.0,112.0,1
-13.0,99.0,1
-13.0,86.0,1
-13.0,73.0,1
-13.0,60.0,1
-13.0,47.0,1
-13.0,34.0,1
-13.0,21.0,1
-13.0,8.0,1
-13.0,5.0,1
-13.0,18.0,1
-13.0,31.0,1
-13.0,44.0,1
-13.0,57.0,1
-13.0,70.0,1
-7.0,963.0,1
-7.0,956.0,1
-7.0,949.0,1
-7.0,942.0,1
-7.0,935.0,1
-7.0,928.0,0
-7.0,921.0,0
-7.0,914.0,0
-7.0,907.0,0
-7.0,900.0,0
-7.0,893.0,0
-7.0,886.0,0
-7.0,879.0,0
-7.0,872.0,0
-7.0,865.0,0
-7.0,858.0,0
-7.0,851.0,0
-7.0,844.0,0
-7.0,837.0,0
-7.0,830.0,0
-7.0,823.0,0
-7.0,816.0,0
-7.0,809.0,0
-7.0,802.0,0
-7.0,795.0,0
-7.0,788.0,0
-7.0,781.0,0
-7.0,774.0,0
-7.0,767.0,0
-7.0,760.0,0
-7.0,753.0,0
-7.0,746.0,0
-7.0,739.0,0
-7.0,732.0,0
-7.0,725.0,0
-7.0,718.0,0
-7.0,711.0,0
-7.0,704.0,0
-7.0,697.0,0
-7.0,690.0,0
-7.0,683.0,0
-7.0,676.0,0
-7.0,669.0,0
-7.0,662.0,0
-7.0,655.0,0
-7.0,648.0,0
-7.0,641.0,0
-7.0,634.0,0
-7.0,627.0,0
-7.0,620.0,0
-7.0,613.0,0
-7.0,606.0,0
-7.0,599.0,0
-7.0,592.0,0
-7.0,585.0,0
-7.0,578.0,0
-7.0,571.0,0
-7.0,564.0,0
-7.0,557.0,0
-7.0,550.0,0
-7.0,543.0,0
-7.0,536.0,0
-7.0,529.0,0
-7.0,522.0,0
-7.0,515.0,0
-7.0,508.0,0
-7.0,501.0,0
-7.0,494.0,0
-7.0,487.0,0
-7.0,480.0,0
-7.0,473.0,0
-7.0,466.0,0
-7.0,459.0,0
-7.0,452.0,0
-7.0,445.0,0
-7.0,438.0,0
-7.0,431.0,0
-7.0,424.0,0
-7.0,417.0,0
-7.0,410.0,0
-7.0,403.0,0
-7.0,396.0,0
-7.0,389.0,0
-7.0,382.0,0
-7.0,375.0,0
-7.0,368.0,0
-7.0,361.0,0
-7.0,354.0,0
-7.0,347.0,0
-7.0,340.0,0
-7.0,333.0,0
-7.0,326.0,0
-7.0,319.0,0
-7.0,312.0,0
-7.0,305.0,0
-7.0,298.0,0
-7.0,291.0,0
-7.0,284.0,0
-7.0,277.0,0
-7.0,270.0,0
-7.0,263.0,0
-7.0,256.0,0
-7.0,249.0,0
-7.0,242.0,0
-7.0,235.0,0
-7.0,228.0,0
-7.0,221.0,0
-7.0,214.0,0
-7.0,207.0,0
-7.0,200.0,0
-7.0,193.0,0
-7.0,186.0,0
-7.0,179.0,0
-7.0,172.0,0
-7.0,165.0,0
-7.0,158.0,0
-7.0,151.0,0
-7.0,144.0,0
-7.0,137.0,0
-7.0,130.0,0
-7.0,123.0,0
-7.0,116.0,0
-7.0,109.0,0
-7.0,102.0,1
-7.0,95.0,1
-7.0,88.0,1
-7.0,81.0,1
-7.0,74.0,1
-7.0,67.0,1
-7.0,60.0,1
-7.0,53.0,1
-7.0,46.0,1
-7.0,39.0,1
-7.0,32.0,1
-7.0,25.0,1
-7.0,18.0,1
-7.0,11.0,1
-7.0,4.0,1
-7.0,3.0,1
-7.0,10.0,1
-7.0,17.0,1
-7.0,24.0,1
-7.0,31.0,1
-7.0,38.0,1
-7.0,45.0,1
-7.0,52.0,1
-7.0,59.0,1
-7.0,66.0,1
-13.0,957.0,1
-13.0,944.0,1
-13.0,931.0,1
-13.0,918.0,1
-13.0,905.0,1
-13.0,892.0,1
-13.0,879.0,0
-13.0,866.0,0
-13.0,853.0,0
-13.0,840.0,0
-13.0,827.0,0
-13.0,814.0,0
-13.0,801.0,0
-13.0,788.0,0
-13.0,775.0,0
-13.0,762.0,0
-13.0,749.0,0
-13.0,736.0,0
-13.0,723.0,0
-13.0,710.0,0
-13.0,697.0,0
-13.0,684.0,0
-13.0,671.0,0
-13.0,658.0,0
-13.0,645.0,0
-13.0,632.0,0
-13.0,619.0,0
-13.0,606.0,0
-13.0,593.0,0
-13.0,580.0,0
-13.0,567.0,0
-13.0,554.0,0
-13.0,541.0,0
-13.0,528.0,0
-13.0,515.0,0
-13.0,502.0,0
-13.0,489.0,0
-13.0,476.0,0
-13.0,463.0,0
-13.0,450.0,0
-13.0,437.0,0
-13.0,424.0,0
-13.0,411.0,0
-13.0,398.0,0
-13.0,385.0,0
-13.0,372.0,0
-13.0,359.0,0
-13.0,346.0,0
-13.0,333.0,0
-13.0,320.0,0
-13.0,307.0,0
-13.0,294.0,0
-13.0,281.0,0
-13.0,268.0,0
-13.0,255.0,0
-13.0,242.0,0
-13.0,229.0,0
-13.0,216.0,0
-13.0,203.0,0
-13.0,190.0,0
-13.0,177.0,0
-13.0,164.0,0
-13.0,151.0,0
-13.0,138.0,1
-13.0,125.0,1
-13.0,112.0,1
-13.0,99.0,1
-13.0,86.0,1
-13.0,73.0,1
-13.0,60.0,1
-13.0,47.0,1
-13.0,34.0,1
-13.0,21.0,1
-13.0,8.0,1
-13.0,5.0,1
-13.0,18.0,1
-13.0,31.0,1
-13.0,44.0,1
-13.0,57.0,1
-13.0,70.0,1
-13.0,957.0,1
-13.0,944.0,1
-13.0,931.0,1
-13.0,918.0,1
-13.0,905.0,1
-13.0,892.0,1
-13.0,879.0,1
-13.0,866.0,1
-13.0,853.0,1
-13.0,840.0,1
-13.0,827.0,1
-13.0,814.0,1
-13.0,801.0,1
-13.0,788.0,1
-13.0,775.0,0
-13.0,762.0,0
-13.0,749.0,0
-13.0,736.0,0
-13.0,723.0,0
-13.0,710.0,0
-13.0,697.0,0
-13.0,684.0,0
-13.0,671.0,0
-13.0,658.0,0
-13.0,645.0,0
-13.0,632.0,0
-13.0,619.0,0
-13.0,606.0,0
-13.0,593.0,0
-13.0,580.0,0
-13.0,567.0,0
-13.0,554.0,0
-13.0,541.0,0
-13.0,528.0,0
-13.0,515.0,0
-13.0,502.0,0
-13.0,489.0,0
-13.0,476.0,0
-13.0,463.0,0
-13.0,450.0,0
-13.0,437.0,0
-13.0,424.0,0
-13.0,411.0,0
-13.0,398.0,0
-13.0,385.0,0
-13.0,372.0,0
-13.0,359.0,0
-13.0,346.0,0
-13.0,333.0,0
-13.0,320.0,0
-13.0,307.0,0
-13.0,294.0,0
-13.0,281.0,0
-13.0,268.0,0
-13.0,255.0,0
-13.0,242.0,0
-13.0,229.0,0
-13.0,216.0,0
-13.0,203.0,0
-13.0,190.0,0
-13.0,177.0,1
-13.0,164.0,1
-13.0,151.0,1
-13.0,138.0,1
-13.0,125.0,1
-13.0,112.0,1
-13.0,99.0,1
-13.0,86.0,1
-13.0,73.0,1
-13.0,60.0,1
-13.0,47.0,1
-13.0,34.0,1
-13.0,21.0,1
-13.0,8.0,1
-13.0,5.0,1
-13.0,18.0,1
-13.0,31.0,1
-13.0,44.0,1
-13.0,57.0,1
-13.0,70.0,1
-9.0,961.0,1
-9.0,952.0,1
-9.0,943.0,1
-9.0,934.0,1
-9.0,925.0,1
-9.0,916.0,1
-9.0,907.0,1
-9.0,898.0,1
-9.0,889.0,1
-9.0,880.0,1
-9.0,871.0,1
-9.0,862.0,0
-9.0,853.0,0
-9.0,844.0,0
-9.0,835.0,0
-9.0,826.0,0
-9.0,817.0,0
-9.0,808.0,0
-9.0,799.0,0
-9.0,790.0,0
-9.0,781.0,0
-9.0,772.0,0
-9.0,763.0,0
-9.0,754.0,0
-9.0,745.0,0
-9.0,736.0,0
-9.0,727.0,0
-9.0,718.0,0
-9.0,709.0,0
-9.0,700.0,0
-9.0,691.0,0
-9.0,682.0,0
-9.0,673.0,0
-9.0,664.0,0
-9.0,655.0,0
-9.0,646.0,0
-9.0,637.0,0
-9.0,628.0,0
-9.0,619.0,0
-9.0,610.0,0
-9.0,601.0,0
-9.0,592.0,0
-9.0,583.0,0
-9.0,574.0,0
-9.0,565.0,0
-9.0,556.0,0
-9.0,547.0,0
-9.0,538.0,0
-9.0,529.0,0
-9.0,520.0,0
-9.0,511.0,0
-9.0,502.0,0
-9.0,493.0,0
-9.0,484.0,0
-9.0,475.0,0
-9.0,466.0,1
-9.0,457.0,1
-9.0,448.0,1
-9.0,439.0,1
-9.0,430.0,1
-9.0,421.0,1
-9.0,412.0,1
-9.0,403.0,1
-9.0,394.0,1
-9.0,385.0,1
-9.0,376.0,1
-9.0,367.0,1
-9.0,358.0,1
-9.0,349.0,1
-9.0,340.0,1
-9.0,331.0,1
-9.0,322.0,1
-9.0,313.0,1
-9.0,304.0,1
-9.0,295.0,1
-9.0,286.0,1
-9.0,277.0,1
-9.0,268.0,1
-9.0,259.0,1
-9.0,250.0,1
-9.0,241.0,1
-9.0,232.0,1
-9.0,223.0,1
-9.0,214.0,1
-9.0,205.0,1
-9.0,196.0,1
-9.0,187.0,1
-9.0,178.0,0
-9.0,169.0,0
-9.0,160.0,1
-9.0,151.0,1
-9.0,142.0,1
-9.0,133.0,1
-9.0,124.0,1
-9.0,115.0,1
-9.0,106.0,1
-9.0,97.0,1
-9.0,88.0,1
-9.0,79.0,1
-9.0,70.0,1
-9.0,61.0,1
-9.0,52.0,1
-9.0,43.0,1
-9.0,34.0,1
-9.0,25.0,1
-9.0,16.0,1
-9.0,7.0,1
-9.0,2.0,1
-9.0,11.0,1
-9.0,20.0,1
-9.0,29.0,1
-9.0,38.0,1
-9.0,47.0,1
-9.0,56.0,1
-9.0,65.0,1
-7.0,963.0,1
-7.0,956.0,1
-7.0,949.0,1
-7.0,942.0,1
-7.0,935.0,1
-7.0,928.0,0
-7.0,921.0,0
-7.0,914.0,0
-7.0,907.0,0
-7.0,900.0,0
-7.0,893.0,0
-7.0,886.0,0
-7.0,879.0,0
-7.0,872.0,0
-7.0,865.0,0
-7.0,858.0,0
-7.0,851.0,0
-7.0,844.0,0
-7.0,837.0,0
-7.0,830.0,0
-7.0,823.0,0
-7.0,816.0,0
-7.0,809.0,0
-7.0,802.0,0
-7.0,795.0,0
-7.0,788.0,0
-7.0,781.0,0
-7.0,774.0,0
-7.0,767.0,0
-7.0,760.0,0
-7.0,753.0,0
-7.0,746.0,0
-7.0,739.0,0
-7.0,732.0,0
-7.0,725.0,0
-7.0,718.0,0
-7.0,711.0,0
-7.0,704.0,0
-7.0,697.0,0
-7.0,690.0,0
-7.0,683.0,0
-7.0,676.0,0
-7.0,669.0,0
-7.0,662.0,0
-7.0,655.0,0
-7.0,648.0,0
-7.0,641.0,0
-7.0,634.0,0
-7.0,627.0,0
-7.0,620.0,0
-7.0,613.0,0
-7.0,606.0,0
-7.0,599.0,0
-7.0,592.0,0
-7.0,585.0,0
-7.0,578.0,0
-7.0,571.0,0
-7.0,564.0,0
-7.0,557.0,0
-7.0,550.0,0
-7.0,543.0,0
-7.0,536.0,0
-7.0,529.0,0
-7.0,522.0,0
-7.0,515.0,0
-7.0,508.0,0
-7.0,501.0,0
-7.0,494.0,0
-7.0,487.0,0
-7.0,480.0,0
-7.0,473.0,0
-7.0,466.0,0
-7.0,459.0,0
-7.0,452.0,0
-7.0,445.0,0
-7.0,438.0,0
-7.0,431.0,0
-7.0,424.0,0
-7.0,417.0,0
-7.0,410.0,0
-7.0,403.0,0
-7.0,396.0,0
-7.0,389.0,0
-7.0,382.0,0
-7.0,375.0,0
-7.0,368.0,0
-7.0,361.0,0
-7.0,354.0,0
-7.0,347.0,0
-7.0,340.0,0
-7.0,333.0,0
-7.0,326.0,0
-7.0,319.0,0
-7.0,312.0,0
-7.0,305.0,0
-7.0,298.0,0
-7.0,291.0,0
-7.0,284.0,0
-7.0,277.0,0
-7.0,270.0,0
-7.0,263.0,0
-7.0,256.0,0
-7.0,249.0,0
-7.0,242.0,0
-7.0,235.0,0
-7.0,228.0,0
-7.0,221.0,0
-7.0,214.0,0
-7.0,207.0,0
-7.0,200.0,0
-7.0,193.0,0
-7.0,186.0,0
-7.0,179.0,0
-7.0,172.0,0
-7.0,165.0,0
-7.0,158.0,0
-7.0,151.0,0
-7.0,144.0,0
-7.0,137.0,0
-7.0,130.0,1
-7.0,123.0,1
-7.0,116.0,1
-7.0,109.0,1
-7.0,102.0,1
-7.0,95.0,1
-7.0,88.0,1
-7.0,81.0,1
-7.0,74.0,1
-7.0,67.0,1
-7.0,60.0,1
-7.0,53.0,1
-7.0,46.0,1
-7.0,39.0,1
-7.0,32.0,1
-7.0,25.0,1
-7.0,18.0,1
-7.0,11.0,1
-7.0,4.0,1
-7.0,3.0,1
-7.0,10.0,1
-7.0,17.0,1
-7.0,24.0,1
-7.0,31.0,1
-7.0,38.0,1
-7.0,45.0,1
-7.0,52.0,1
-7.0,59.0,1
-7.0,66.0,1
-11.0,959.0,1
-11.0,948.0,1
-11.0,937.0,0
-11.0,926.0,0
-11.0,915.0,0
-11.0,904.0,0
-11.0,893.0,0
-11.0,882.0,0
-11.0,871.0,0
-11.0,860.0,0
-11.0,849.0,0
-11.0,838.0,0
-11.0,827.0,0
-11.0,816.0,0
-11.0,805.0,0
-11.0,794.0,0
-11.0,783.0,0
-11.0,772.0,0
-11.0,761.0,0
-11.0,750.0,0
-11.0,739.0,0
-11.0,728.0,0
-11.0,717.0,0
-11.0,706.0,0
-11.0,695.0,0
-11.0,684.0,0
-11.0,673.0,0
-11.0,662.0,0
-11.0,651.0,0
-11.0,640.0,0
-11.0,629.0,0
-11.0,618.0,0
-11.0,607.0,0
-11.0,596.0,0
-11.0,585.0,0
-11.0,574.0,0
-11.0,563.0,0
-11.0,552.0,0
-11.0,541.0,0
-11.0,530.0,0
-11.0,519.0,0
-11.0,508.0,0
-11.0,497.0,0
-11.0,486.0,0
-11.0,475.0,0
-11.0,464.0,0
-11.0,453.0,0
-11.0,442.0,0
-11.0,431.0,0
-11.0,420.0,0
-11.0,409.0,0
-11.0,398.0,0
-11.0,387.0,0
-11.0,376.0,0
-11.0,365.0,0
-11.0,354.0,0
-11.0,343.0,0
-11.0,332.0,0
-11.0,321.0,0
-11.0,310.0,0
-11.0,299.0,0
-11.0,288.0,0
-11.0,277.0,0
-11.0,266.0,0
-11.0,255.0,0
-11.0,244.0,0
-11.0,233.0,0
-11.0,222.0,0
-11.0,211.0,0
-11.0,200.0,0
-11.0,189.0,0
-11.0,178.0,0
-11.0,167.0,0
-11.0,156.0,0
-11.0,145.0,0
-11.0,134.0,0
-11.0,123.0,1
-11.0,112.0,1
-11.0,101.0,1
-11.0,90.0,1
-11.0,79.0,1
-11.0,68.0,1
-11.0,57.0,1
-11.0,46.0,1
-11.0,35.0,1
-11.0,24.0,1
-11.0,13.0,1
-11.0,2.0,1
-11.0,9.0,1
-11.0,20.0,1
-11.0,31.0,1
-11.0,42.0,1
-11.0,53.0,1
-11.0,64.0,1
-8.0,962.0,1
-8.0,954.0,1
-8.0,946.0,1
-8.0,938.0,1
-8.0,930.0,1
-8.0,922.0,1
-8.0,914.0,1
